order_id,date,day_name_es,month,ticket,n_items,n_pizzas
154,2015-01-03,Sábado,1,12.5,1,1
155,2015-01-03,Sábado,1,69.25,4,4
156,2015-01-03,Sábado,1,36.75,2,2
157,2015-01-03,Sábado,1,69.5,4,4
158,2015-01-03,Sábado,1,33.5,2,2
159,2015-01-03,Sábado,1,34.7,2,2
160,2015-01-03,Sábado,1,16.0,1,1
161,2015-01-03,Sábado,1,52.5,3,3
162,2015-01-03,Sábado,1,12.0,1,1
163,2015-01-03,Sábado,1,44.5,3,3
164,2015-01-03,Sábado,1,33.25,2,2
165,2015-01-03,Sábado,1,16.5,1,1
166,2015-01-03,Sábado,1,12.5,1,1
167,2015-01-03,Sábado,1,49.75,3,3
168,2015-01-03,Sábado,1,28.0,2,2
169,2015-01-03,Sábado,1,46.2,3,3
170,2015-01-03,Sábado,1,16.5,1,1
171,2015-01-03,Sábado,1,16.0,1,1
172,2015-01-03,Sábado,1,49.25,3,3
173,2015-01-03,Sábado,1,53.0,3,3
174,2015-01-03,Sábado,1,65.5,4,4
175,2015-01-03,Sábado,1,20.75,1,1
176,2015-01-03,Sábado,1,37.25,2,2
177,2015-01-03,Sábado,1,32.75,2,2
178,2015-01-03,Sábado,1,20.75,1,1
179,2015-01-03,Sábado,1,44.75,3,3
180,2015-01-03,Sábado,1,41.25,2,2
181,2015-01-03,Sábado,1,20.25,1,1
182,2015-01-03,Sábado,1,44.4,2,2
183,2015-01-03,Sábado,1,49.25,3,3
184,2015-01-03,Sábado,1,16.5,1,1
185,2015-01-03,Sábado,1,28.75,2,2
186,2015-01-03,Sábado,1,82.5,4,4
187,2015-01-03,Sábado,1,39.25,2,2
188,2015-01-03,Sábado,1,49.0,3,3
189,2015-01-03,Sábado,1,36.75,2,3
190,2015-01-03,Sábado,1,67.25,4,4
191,2015-01-03,Sábado,1,37.5,2,2
192,2015-01-03,Sábado,1,33.0,2,2
193,2015-01-03,Sábado,1,70.25,3,4
194,2015-01-03,Sábado,1,12.75,1,1
195,2015-01-03,Sábado,1,20.75,1,1
196,2015-01-03,Sábado,1,44.75,3,3
197,2015-01-03,Sábado,1,80.2,4,4
198,2015-01-03,Sábado,1,32.75,2,2
199,2015-01-03,Sábado,1,16.75,1,1
200,2015-01-03,Sábado,1,25.5,1,1
201,2015-01-03,Sábado,1,83.25,4,4
202,2015-01-03,Sábado,1,12.75,1,1
203,2015-01-04,Domingo,1,67.0,4,4
204,2015-01-04,Domingo,1,20.75,1,1
205,2015-01-04,Domingo,1,42.0,3,3
206,2015-01-04,Domingo,1,46.5,3,3
207,2015-01-04,Domingo,1,20.75,1,1
208,2015-01-04,Domingo,1,78.75,5,5
209,2015-01-04,Domingo,1,20.75,1,1
210,2015-01-04,Domingo,1,12.0,1,1
211,2015-01-04,Domingo,1,9.75,1,1
212,2015-01-04,Domingo,1,20.5,1,1
213,2015-01-04,Domingo,1,17.95,1,1
214,2015-01-04,Domingo,1,65.5,4,4
215,2015-01-04,Domingo,1,12.0,1,1
216,2015-01-04,Domingo,1,51.75,3,3
217,2015-01-04,Domingo,1,28.0,2,2
218,2015-01-04,Domingo,1,16.5,1,1
219,2015-01-04,Domingo,1,71.75,4,4
220,2015-01-04,Domingo,1,63.75,4,4
221,2015-01-04,Domingo,1,47.0,3,3
222,2015-01-04,Domingo,1,30.2,2,2
223,2015-01-04,Domingo,1,11.0,1,1
224,2015-01-04,Domingo,1,66.0,4,4
225,2015-01-04,Domingo,1,50.25,3,3
226,2015-01-04,Domingo,1,20.5,1,1
227,2015-01-04,Domingo,1,32.75,2,2
228,2015-01-04,Domingo,1,12.75,1,1
229,2015-01-04,Domingo,1,54.25,3,3
230,2015-01-04,Domingo,1,16.75,1,1
231,2015-01-04,Domingo,1,45.25,3,3
232,2015-01-04,Domingo,1,37.5,2,2
233,2015-01-04,Domingo,1,12.0,1,1
234,2015-01-04,Domingo,1,45.25,3,3
235,2015-01-04,Domingo,1,16.75,1,1
236,2015-01-04,Domingo,1,36.5,2,2
237,2015-01-04,Domingo,1,12.0,1,1
238,2015-01-04,Domingo,1,20.75,1,1
239,2015-01-04,Domingo,1,37.5,2,2
240,2015-01-04,Domingo,1,14.75,1,1
241,2015-01-04,Domingo,1,37.0,2,2
242,2015-01-04,Domingo,1,53.0,3,3
243,2015-01-04,Domingo,1,33.0,2,2
244,2015-01-04,Domingo,1,33.25,2,2
245,2015-01-04,Domingo,1,41.5,2,2
246,2015-01-04,Domingo,1,32.0,2,2
247,2015-01-04,Domingo,1,42.0,3,3
248,2015-01-04,Domingo,1,31.25,2,2
249,2015-01-04,Domingo,1,33.0,2,2
250,2015-01-04,Domingo,1,14.75,1,1
251,2015-01-04,Domingo,1,16.0,1,1
252,2015-01-04,Domingo,1,16.5,1,1
253,2015-01-04,Domingo,1,23.65,1,1
254,2015-01-04,Domingo,1,62.9,3,3
255,2015-01-05,Lunes,1,67.0,4,4
256,2015-01-05,Lunes,1,17.5,1,1
257,2015-01-05,Lunes,1,41.5,2,2
258,2015-01-05,Lunes,1,16.0,1,1
259,2015-01-05,Lunes,1,15.25,1,1
260,2015-01-05,Lunes,1,39.0,2,2
261,2015-01-05,Lunes,1,23.65,1,1
262,2015-01-05,Lunes,1,16.75,1,1
263,2015-01-05,Lunes,1,20.75,1,1
264,2015-01-05,Lunes,1,16.0,1,1
265,2015-01-05,Lunes,1,74.0,4,4
266,2015-01-05,Lunes,1,16.5,1,1
267,2015-01-05,Lunes,1,50.2,3,3
268,2015-01-05,Lunes,1,30.5,2,2
269,2015-01-05,Lunes,1,16.75,1,1
270,2015-01-05,Lunes,1,62.25,3,3
271,2015-01-05,Lunes,1,210.5,10,13
272,2015-01-05,Lunes,1,16.5,1,1
273,2015-01-05,Lunes,1,12.5,1,1
274,2015-01-05,Lunes,1,38.7,2,2
275,2015-01-05,Lunes,1,65.0,4,4
276,2015-01-05,Lunes,1,39.25,2,2
277,2015-01-05,Lunes,1,14.75,1,1
278,2015-01-05,Lunes,1,37.5,2,2
279,2015-01-05,Lunes,1,33.5,2,2
280,2015-01-05,Lunes,1,32.5,2,2
281,2015-01-05,Lunes,1,12.25,1,1
282,2015-01-05,Lunes,1,72.0,4,4
283,2015-01-05,Lunes,1,16.0,1,1
284,2015-01-05,Lunes,1,41.25,3,3
285,2015-01-05,Lunes,1,20.75,1,1
286,2015-01-05,Lunes,1,37.25,2,2
287,2015-01-05,Lunes,1,55.75,4,4
288,2015-01-05,Lunes,1,65.15,3,3
289,2015-01-05,Lunes,1,18.5,1,1
290,2015-01-05,Lunes,1,28.0,2,2
291,2015-01-05,Lunes,1,69.0,3,4
292,2015-01-05,Lunes,1,36.75,2,2
293,2015-01-05,Lunes,1,24.75,2,2
294,2015-01-05,Lunes,1,58.25,3,3
295,2015-01-05,Lunes,1,16.75,1,1
296,2015-01-05,Lunes,1,40.75,3,3
297,2015-01-05,Lunes,1,16.75,1,1
298,2015-01-05,Lunes,1,58.25,4,4
299,2015-01-05,Lunes,1,28.0,2,2
300,2015-01-05,Lunes,1,49.25,4,4
301,2015-01-05,Lunes,1,20.5,1,1
302,2015-01-05,Lunes,1,20.75,1,1
303,2015-01-05,Lunes,1,37.75,3,3
304,2015-01-05,Lunes,1,30.75,2,2
305,2015-01-05,Lunes,1,44.0,3,3
306,2015-01-05,Lunes,1,38.5,3,3
307,2015-01-05,Lunes,1,37.25,2,2
308,2015-01-05,Lunes,1,46.75,3,3
309,2015-01-06,Martes,1,35.0,2,2
310,2015-01-06,Martes,1,23.25,2,2
311,2015-01-06,Martes,1,20.25,1,1
312,2015-01-06,Martes,1,68.65,4,4
313,2015-01-06,Martes,1,16.0,1,1
314,2015-01-06,Martes,1,80.0,5,5
315,2015-01-06,Martes,1,16.0,1,1
316,2015-01-06,Martes,1,27.0,2,2
317,2015-01-06,Martes,1,99.2,7,7
318,2015-01-06,Martes,1,74.0,4,4
319,2015-01-06,Martes,1,16.5,1,1
320,2015-01-06,Martes,1,37.5,2,2
321,2015-01-06,Martes,1,20.75,1,1
322,2015-01-06,Martes,1,74.25,4,4
323,2015-01-06,Martes,1,16.0,1,1
324,2015-01-06,Martes,1,18.5,1,1
325,2015-01-06,Martes,1,24.0,2,2
326,2015-01-06,Martes,1,37.5,2,2
327,2015-01-06,Martes,1,16.0,1,1
328,2015-01-06,Martes,1,20.25,1,1
329,2015-01-06,Martes,1,37.25,2,2
330,2015-01-06,Martes,1,251.4,14,15
331,2015-01-06,Martes,1,16.5,1,1
332,2015-01-06,Martes,1,53.75,3,3
333,2015-01-06,Martes,1,16.75,1,1
334,2015-01-06,Martes,1,70.25,4,4
335,2015-01-06,Martes,1,20.25,1,1
336,2015-01-06,Martes,1,20.75,1,1
337,2015-01-06,Martes,1,31.75,2,2
338,2015-01-06,Martes,1,66.5,3,3
339,2015-01-06,Martes,1,16.5,1,1
340,2015-01-06,Martes,1,12.5,1,1
341,2015-01-06,Martes,1,26.5,2,2
342,2015-01-06,Martes,1,41.0,2,2
343,2015-01-06,Martes,1,33.25,2,2
344,2015-01-06,Martes,1,16.0,1,1
345,2015-01-06,Martes,1,24.5,2,2
346,2015-01-06,Martes,1,55.0,4,4
347,2015-01-06,Martes,1,57.0,3,3
348,2015-01-06,Martes,1,49.5,3,3
349,2015-01-06,Martes,1,15.25,1,1
350,2015-01-06,Martes,1,58.0,3,4
351,2015-01-06,Martes,1,25.25,2,2
352,2015-01-06,Martes,1,32.5,2,2
353,2015-01-06,Martes,1,54.0,3,3
354,2015-01-06,Martes,1,32.25,2,2
355,2015-01-06,Martes,1,33.25,2,2
356,2015-01-06,Martes,1,16.75,1,1
357,2015-01-06,Martes,1,45.5,3,3
358,2015-01-06,Martes,1,16.5,1,1
359,2015-01-06,Martes,1,36.75,2,2
360,2015-01-06,Martes,1,43.25,3,3
361,2015-01-06,Martes,1,36.0,2,3
362,2015-01-06,Martes,1,37.0,2,2
363,2015-01-06,Martes,1,40.5,2,2
364,2015-01-06,Martes,1,42.0,2,2
365,2015-01-06,Martes,1,47.5,3,3
366,2015-01-06,Martes,1,20.5,1,1
367,2015-01-06,Martes,1,32.5,2,2
368,2015-01-06,Martes,1,37.25,2,2
369,2015-01-06,Martes,1,16.0,1,1
370,2015-01-06,Martes,1,28.45,2,2
371,2015-01-06,Martes,1,12.5,1,1
372,2015-01-06,Martes,1,12.0,1,1
373,2015-01-07,Miércoles,1,49.0,3,3
374,2015-01-07,Miércoles,1,41.25,3,3
375,2015-01-07,Miércoles,1,16.0,1,1
376,2015-01-07,Miércoles,1,45.75,2,2
377,2015-01-07,Miércoles,1,34.0,2,2
378,2015-01-07,Miércoles,1,12.75,1,1
379,2015-01-07,Miércoles,1,20.75,1,1
380,2015-01-07,Miércoles,1,33.0,2,2
381,2015-01-07,Miércoles,1,16.75,1,1
382,2015-01-07,Miércoles,1,28.75,2,2
383,2015-01-07,Miércoles,1,16.5,1,1
384,2015-01-07,Miércoles,1,54.5,4,4
385,2015-01-07,Miércoles,1,20.25,1,1
386,2015-01-07,Miércoles,1,46.0,3,3
387,2015-01-07,Miércoles,1,102.5,7,7
388,2015-01-07,Miércoles,1,57.5,4,4
389,2015-01-07,Miércoles,1,20.75,1,1
390,2015-01-07,Miércoles,1,17.5,1,1
391,2015-01-07,Miércoles,1,16.0,1,1
392,2015-01-07,Miércoles,1,147.0,8,9
393,2015-01-07,Miércoles,1,28.5,2,2
394,2015-01-07,Miércoles,1,202.75,12,14
395,2015-01-07,Miércoles,1,16.0,1,1
396,2015-01-07,Miércoles,1,12.0,1,1
397,2015-01-07,Miércoles,1,66.0,3,4
398,2015-01-07,Miércoles,1,9.75,1,1
399,2015-01-07,Miércoles,1,68.25,4,4
400,2015-01-07,Miércoles,1,33.25,2,2
401,2015-01-07,Miércoles,1,16.0,1,1
402,2015-01-07,Miércoles,1,34.45,2,2
403,2015-01-07,Miércoles,1,45.75,3,3
404,2015-01-07,Miércoles,1,20.75,1,1
405,2015-01-07,Miércoles,1,20.25,1,1
406,2015-01-07,Miércoles,1,45.5,3,3
407,2015-01-07,Miércoles,1,49.75,3,3
408,2015-01-07,Miércoles,1,40.15,2,2
409,2015-01-07,Miércoles,1,15.25,1,1
410,2015-01-07,Miércoles,1,65.5,3,4
411,2015-01-07,Miércoles,1,37.25,2,2
412,2015-01-07,Miércoles,1,40.15,2,2
413,2015-01-07,Miércoles,1,12.0,1,1
414,2015-01-07,Miércoles,1,47.0,3,3
415,2015-01-07,Miércoles,1,12.75,1,1
416,2015-01-07,Miércoles,1,20.25,1,1
417,2015-01-07,Miércoles,1,9.75,1,1
418,2015-01-07,Miércoles,1,33.0,2,2
419,2015-01-07,Miércoles,1,66.0,4,4
420,2015-01-07,Miércoles,1,29.5,2,2
421,2015-01-07,Miércoles,1,53.75,3,3
422,2015-01-07,Miércoles,1,50.45,3,3
423,2015-01-07,Miércoles,1,33.0,2,2
424,2015-01-07,Miércoles,1,12.5,1,1
425,2015-01-07,Miércoles,1,16.5,1,1
426,2015-01-07,Miércoles,1,44.75,3,3
427,2015-01-07,Miércoles,1,20.25,1,1
428,2015-01-07,Miércoles,1,32.25,2,2
429,2015-01-07,Miércoles,1,16.5,1,1
430,2015-01-07,Miércoles,1,28.25,2,2
431,2015-01-08,Jueves,1,59.2,4,4
432,2015-01-08,Jueves,1,44.75,3,3
433,2015-01-08,Jueves,1,20.75,1,1
434,2015-01-08,Jueves,1,57.0,3,3
435,2015-01-08,Jueves,1,43.0,3,3
436,2015-01-08,Jueves,1,60.5,4,4
437,2015-01-08,Jueves,1,16.75,1,1
438,2015-01-08,Jueves,1,16.0,1,1
439,2015-01-08,Jueves,1,41.25,3,3
440,2015-01-08,Jueves,1,242.7,14,14
441,2015-01-08,Jueves,1,41.5,2,2
442,2015-01-08,Jueves,1,20.75,1,1
443,2015-01-08,Jueves,1,251.45,14,15
444,2015-01-08,Jueves,1,14.75,1,1
445,2015-01-08,Jueves,1,16.5,1,1
446,2015-01-08,Jueves,1,49.0,3,3
447,2015-01-08,Jueves,1,18.5,1,1
448,2015-01-08,Jueves,1,41.25,3,3
449,2015-01-08,Jueves,1,20.75,1,1
450,2015-01-08,Jueves,1,12.0,1,1
451,2015-01-08,Jueves,1,55.25,3,3
452,2015-01-08,Jueves,1,45.0,3,3
453,2015-01-08,Jueves,1,67.7,4,4
454,2015-01-08,Jueves,1,16.5,1,1
455,2015-01-08,Jueves,1,20.75,1,1
456,2015-01-08,Jueves,1,20.25,1,1
457,2015-01-08,Jueves,1,53.5,3,3
458,2015-01-08,Jueves,1,45.0,3,3
459,2015-01-08,Jueves,1,20.75,1,1
460,2015-01-08,Jueves,1,28.5,2,2
461,2015-01-08,Jueves,1,27.25,2,2
462,2015-01-08,Jueves,1,12.0,1,1
463,2015-01-08,Jueves,1,37.25,2,2
464,2015-01-08,Jueves,1,37.0,2,2
465,2015-01-08,Jueves,1,12.0,1,1
466,2015-01-08,Jueves,1,45.75,2,2
467,2015-01-08,Jueves,1,12.5,1,1
468,2015-01-08,Jueves,1,33.2,2,2
469,2015-01-08,Jueves,1,29.0,2,2
470,2015-01-08,Jueves,1,12.0,1,1
471,2015-01-08,Jueves,1,12.75,1,1
472,2015-01-08,Jueves,1,37.75,2,2
473,2015-01-08,Jueves,1,49.75,3,3
474,2015-01-08,Jueves,1,21.75,2,2
475,2015-01-08,Jueves,1,32.75,2,2
476,2015-01-08,Jueves,1,49.25,3,3
477,2015-01-08,Jueves,1,32.0,2,2
478,2015-01-08,Jueves,1,33.0,2,2
479,2015-01-08,Jueves,1,59.5,2,3
480,2015-01-08,Jueves,1,12.5,1,1
481,2015-01-08,Jueves,1,21.75,2,2
482,2015-01-08,Jueves,1,49.25,3,3
483,2015-01-08,Jueves,1,60.25,4,4
484,2015-01-08,Jueves,1,38.2,2,2
485,2015-01-08,Jueves,1,16.75,1,1
486,2015-01-08,Jueves,1,12.5,1,1
487,2015-01-08,Jueves,1,51.0,3,3
488,2015-01-08,Jueves,1,16.0,1,1
489,2015-01-08,Jueves,1,20.75,1,1
490,2015-01-08,Jueves,1,44.0,3,3
491,2015-01-08,Jueves,1,64.5,4,4
492,2015-01-08,Jueves,1,53.0,3,3
493,2015-01-08,Jueves,1,20.75,1,1
494,2015-01-08,Jueves,1,77.45,4,4
495,2015-01-08,Jueves,1,36.75,2,2
496,2015-01-08,Jueves,1,29.0,2,2
497,2015-01-08,Jueves,1,12.0,1,1
498,2015-01-08,Jueves,1,16.5,1,1
499,2015-01-08,Jueves,1,60.7,4,4
500,2015-01-08,Jueves,1,16.0,1,1
501,2015-01-08,Jueves,1,44.0,3,3
502,2015-01-08,Jueves,1,16.75,1,1
503,2015-01-09,Viernes,1,31.5,2,2
504,2015-01-09,Viernes,1,20.5,1,1
505,2015-01-09,Viernes,1,38.0,2,2
506,2015-01-09,Viernes,1,16.0,1,1
507,2015-01-09,Viernes,1,12.75,1,1
508,2015-01-09,Viernes,1,42.0,3,3
509,2015-01-09,Viernes,1,20.75,1,1
510,2015-01-09,Viernes,1,69.5,4,4
511,2015-01-09,Viernes,1,18.5,1,1
512,2015-01-09,Viernes,1,16.75,1,1
513,2015-01-09,Viernes,1,70.7,4,4
514,2015-01-09,Viernes,1,12.0,1,1
515,2015-01-09,Viernes,1,41.0,2,2
516,2015-01-09,Viernes,1,40.75,2,2
517,2015-01-09,Viernes,1,16.0,1,1
518,2015-01-09,Viernes,1,45.0,3,3
519,2015-01-09,Viernes,1,12.5,1,1
520,2015-01-09,Viernes,1,20.75,1,1
521,2015-01-09,Viernes,1,12.75,1,1
522,2015-01-09,Viernes,1,212.9,11,13
523,2015-01-09,Viernes,1,16.5,1,1
524,2015-01-09,Viernes,1,29.0,2,2
525,2015-01-09,Viernes,1,15.25,1,1
526,2015-01-09,Viernes,1,39.25,2,2
527,2015-01-09,Viernes,1,38.7,2,2
528,2015-01-09,Viernes,1,16.0,1,1
529,2015-01-09,Viernes,1,60.25,3,4
530,2015-01-09,Viernes,1,37.0,2,2
531,2015-01-09,Viernes,1,33.0,1,2
532,2015-01-09,Viernes,1,33.25,2,2
533,2015-01-09,Viernes,1,64.75,3,3
534,2015-01-09,Viernes,1,41.5,2,2
535,2015-01-09,Viernes,1,16.0,1,1
536,2015-01-09,Viernes,1,44.4,2,2
537,2015-01-09,Viernes,1,43.25,3,3
538,2015-01-09,Viernes,1,20.75,1,1
539,2015-01-09,Viernes,1,55.5,3,3
540,2015-01-09,Viernes,1,20.75,1,1
541,2015-01-09,Viernes,1,12.0,1,1
542,2015-01-09,Viernes,1,37.25,2,2
543,2015-01-09,Viernes,1,52.75,3,3
544,2015-01-09,Viernes,1,32.25,2,2
545,2015-01-09,Viernes,1,66.5,4,4
546,2015-01-09,Viernes,1,12.0,1,1
547,2015-01-09,Viernes,1,12.0,1,1
548,2015-01-09,Viernes,1,16.5,1,1
549,2015-01-09,Viernes,1,32.75,2,2
550,2015-01-09,Viernes,1,32.0,2,2
551,2015-01-09,Viernes,1,71.2,4,4
552,2015-01-09,Viernes,1,49.5,3,3
553,2015-01-09,Viernes,1,20.25,1,1
554,2015-01-09,Viernes,1,28.75,2,2
555,2015-01-09,Viernes,1,23.25,2,2
556,2015-01-09,Viernes,1,43.45,2,2
557,2015-01-09,Viernes,1,24.75,2,2
558,2015-01-09,Viernes,1,13.25,1,1
559,2015-01-09,Viernes,1,12.0,1,1
560,2015-01-09,Viernes,1,32.5,2,2
561,2015-01-09,Viernes,1,12.5,1,1
562,2015-01-09,Viernes,1,16.75,1,1
563,2015-01-09,Viernes,1,32.25,2,2
564,2015-01-09,Viernes,1,45.25,3,3
565,2015-01-10,Sábado,1,12.75,1,1
566,2015-01-10,Sábado,1,20.75,1,1
567,2015-01-10,Sábado,1,184.25,10,11
568,2015-01-10,Sábado,1,20.25,1,1
569,2015-01-10,Sábado,1,41.5,3,3
570,2015-01-10,Sábado,1,36.75,2,2
571,2015-01-10,Sábado,1,12.0,1,1
572,2015-01-10,Sábado,1,16.75,1,1
573,2015-01-10,Sábado,1,34.5,2,2
574,2015-01-10,Sábado,1,16.75,1,1
575,2015-01-10,Sábado,1,72.25,4,4
576,2015-01-10,Sábado,1,40.75,3,3
577,2015-01-10,Sábado,1,36.25,2,2
578,2015-01-10,Sábado,1,86.25,5,5
579,2015-01-10,Sábado,1,12.0,1,1
580,2015-01-10,Sábado,1,30.0,2,2
581,2015-01-10,Sábado,1,20.25,1,1
